Id,MU2020,MU2015,MU2010,MU2005,MU2000,MU1995,MU1990
4162,1,1,1,1,0,0,0
4163,1,1,1,1,0,0,0
4164,1,1,1,1,0,0,0
4165,1,1,0,0,0,0,0
4166,1,1,0,0,0,0,0
4167,1,1,0,0,0,0,0
4168,1,1,0,0,0,0,0
4169,1,1,1,1,0,0,0
4170,1,1,1,0,0,0,0
4171,1,1,1,0,0,0,0
4172,1,1,1,1,1,0,0
4173,1,1,1,1,1,0,0
4174,1,1,1,1,1,0,0
4175,1,1,1,1,1,1,1
4176,1,1,1,1,1,1,1
4177,1,1,1,1,1,1,1
4178,1,1,1,1,0,0,0
4179,1,1,1,1,1,1,1
4180,1,1,1,1,1,1,1
4181,1,1,1,1,1,0,0
4182,1,1,1,1,1,0,0
4183,1,1,1,1,1,1,1
4184,1,1,1,1,1,1,0
4185,1,1,1,1,1,1,0
4186,1,1,1,1,1,1,1
4187,1,1,1,1,1,1,1
4188,1,1,1,1,1,1,1
4189,1,1,1,1,1,1,1
4190,1,1,1,1,1,1,1
4191,1,0,0,0,0,1,0
4192,1,1,0,0,0,1,0
4193,1,1,1,1,1,0,0
4194,1,1,1,1,1,0,0
4195,1,1,1,1,1,1,0
4196,1,1,1,1,1,1,1
4197,1,1,1,1,1,1,1
4198,1,1,1,1,1,1,1
4199,1,1,1,1,1,1,1
4200,1,1,1,1,1,1,1
4201,1,1,1,1,1,1,1
4202,1,1,1,1,0,0,0
4203,1,1,1,1,0,0,0
4204,1,1,1,1,0,0,0
4205,1,1,1,1,0,0,0
4206,1,1,1,1,0,0,0
4207,1,1,1,1,0,0,0
4208,1,1,1,1,1,1,0
4209,1,1,1,0,0,0,0
4210,1,1,1,0,0,0,0
4211,1,1,0,0,0,0,0
4212,1,1,1,1,1,1,0
4213,1,1,1,1,1,1,0
4214,1,1,1,1,1,1,0
4215,1,1,1,1,1,1,0
4216,1,1,1,1,1,1,0
4217,1,1,0,0,0,0,0
4218,1,1,1,1,1,1,0
4219,1,1,1,1,1,0,0
4220,1,1,1,1,1,0,0
4221,1,1,1,1,1,1,0
4222,1,1,1,1,1,1,0
4223,1,1,1,1,1,1,0
4224,1,1,1,1,1,1,0
4225,1,1,0,0,0,0,0
4226,1,1,0,0,0,0,0
4227,1,1,0,0,0,0,0
4228,1,1,0,0,0,0,0
4229,1,1,1,1,1,1,0
4230,1,1,1,1,1,1,1
4231,1,1,1,1,1,1,1
4232,1,1,1,1,1,1,1
4233,1,1,1,1,1,1,1
4234,1,1,1,0,0,0,0
4235,1,1,1,0,0,0,0
4236,1,1,1,1,1,1,0
4237,1,1,1,0,0,0,0
4238,1,1,1,0,0,0,0
4239,1,1,1,0,0,0,0
4240,1,1,1,0,0,0,0
4241,1,1,1,0,0,0,0
4242,1,1,1,1,1,0,0
4243,1,1,1,1,1,0,0
4244,1,1,1,1,1,0,0
4245,1,1,0,0,0,0,0
4246,1,1,0,0,0,0,0
4247,1,1,0,0,0,0,0
4248,1,1,1,1,0,0,0
4249,1,1,1,1,0,0,0
4250,1,1,1,1,0,0,0
4251,1,1,1,1,0,0,0
4252,1,1,1,0,0,0,0
4253,1,1,1,1,0,0,0
4254,1,1,1,1,0,0,0
4255,1,1,1,1,0,0,0
4256,1,1,1,1,0,0,0
4257,1,1,0,0,0,0,0
4258,1,1,0,0,0,0,0
4259,1,1,0,1,0,0,0
4260,1,1,1,0,0,0,0
4261,1,1,1,1,0,0,0
4262,1,1,1,1,0,0,0
4263,1,1,1,1,0,0,0
4264,1,1,1,0,0,0,0
4265,1,1,1,1,0,0,0
4266,1,1,1,1,1,0,0
4267,1,1,1,1,1,1,1
4268,1,1,1,1,1,1,1
4269,1,1,1,1,1,1,1
4270,1,1,1,1,0,0,0
4271,1,1,1,1,1,1,1
4272,1,1,1,1,1,1,1
4273,1,1,1,1,1,1,1
4274,1,1,1,1,0,0,0
4275,1,1,1,1,1,1,1
4276,1,1,0,0,1,0,0
4277,1,1,1,1,0,0,0
4278,1,1,1,1,0,0,0
4279,1,1,1,1,1,0,1
4280,1,1,1,1,1,1,1
4281,1,1,1,1,1,1,1
4282,1,1,1,1,1,1,1
4283,1,1,1,1,1,1,0
4284,1,1,0,0,0,1,0
4285,1,1,1,1,1,1,0
4286,1,1,1,1,1,1,0
4287,1,1,1,1,1,1,0
4288,1,1,1,1,1,1,1
4289,1,1,1,1,1,1,1
4290,1,1,1,1,1,1,1
4291,1,1,1,1,1,1,1
4292,1,1,1,1,1,1,1
4293,1,1,1,1,1,1,1
4294,1,1,1,1,1,1,0
4295,1,1,1,1,1,1,0
4296,1,1,1,1,1,1,0
4297,1,1,1,1,1,0,0
4298,1,1,1,1,1,0,0
4299,1,1,1,1,1,1,1
4300,1,1,1,1,1,1,1
4301,1,1,1,1,1,1,1
4302,1,1,0,0,0,0,0
4303,1,1,0,0,0,0,0
4304,1,1,1,0,0,0,0
4305,1,1,1,1,1,1,0
4306,1,1,1,1,1,1,0
4307,1,1,0,0,0,0,0
4308,1,1,0,0,0,0,0
4309,1,1,1,1,1,0,0
4310,1,1,1,1,1,0,0
4311,1,1,1,1,0,0,0
4312,1,1,1,1,1,1,0
4313,1,1,1,1,1,1,0
4314,1,1,1,1,1,1,0
4315,1,1,1,1,1,0,0
4316,1,1,1,1,1,0,0
4317,1,1,1,1,1,0,0
4318,1,1,1,1,1,1,1
4319,1,1,1,1,1,1,1
4320,1,1,1,1,1,1,1
4321,1,1,1,1,1,1,1
4322,1,1,1,1,1,1,1
4323,1,1,1,1,1,1,1
4324,1,1,1,0,0,0,0
4325,1,1,1,0,0,0,0
4326,1,1,1,0,0,0,0
4327,1,1,1,1,1,1,0
4328,1,1,1,1,1,1,0
4329,1,1,1,0,0,0,0
4330,1,1,1,0,0,0,0
4331,1,1,1,0,0,0,0
4332,1,1,1,1,1,1,0
4333,1,1,1,1,1,1,0
4334,1,1,1,1,1,0,0
4335,1,1,0,0,0,0,0
4336,1,1,0,0,0,0,0
4337,1,1,0,0,0,0,0
4338,1,1,1,1,0,0,0
4339,1,1,1,1,0,0,0
4340,1,1,1,0,0,0,0
4341,1,1,1,1,0,0,0
4342,1,1,1,1,0,0,0
4343,1,1,1,1,0,0,0
4344,1,1,0,0,0,0,0
4345,1,1,0,0,0,0,0
4346,1,1,0,0,0,0,0
4347,1,1,0,0,0,0,0
4348,1,1,1,1,0,0,0
4349,1,1,1,0,0,0,0
4350,1,1,1,0,0,0,0
4351,1,1,1,1,0,0,0
4352,1,1,1,1,0,0,0
4353,1,1,1,0,0,0,0
4354,1,1,1,1,0,0,0
4355,1,1,1,1,1,0,0
4356,1,1,1,1,1,0,0
4357,1,1,1,1,1,1,1
4358,1,1,1,1,1,1,1
4359,1,1,1,1,0,0,0
4360,1,1,1,1,0,0,0
4361,1,1,1,1,1,1,1
4362,1,1,1,1,1,0,0
4363,1,1,1,1,0,0,0
4364,1,1,1,1,0,0,0
4365,1,1,1,1,0,0,0
4366,1,1,1,1,0,0,0
4367,1,1,1,1,0,0,0
4368,1,1,1,1,0,0,0
4369,1,1,1,1,0,0,0
4370,1,1,1,0,0,0,0
4371,1,1,1,1,0,0,0
4372,1,1,1,1,1,0,0
4373,1,1,1,1,1,0,0
4374,1,1,1,1,1,1,0
4375,1,1,1,1,1,1,1
4376,1,1,1,1,1,1,1
4377,1,1,1,1,1,1,1
4378,1,1,1,1,1,1,1
4379,1,1,1,1,1,1,1
4380,1,1,1,1,1,1,1
4381,1,1,1,1,1,0,0
4382,1,1,1,1,1,1,0
4383,1,1,1,1,1,1,0
4384,1,1,1,1,1,1,0
4385,1,1,1,1,1,0,0
4386,1,1,1,1,1,0,0
4387,1,1,1,1,1,1,1
4388,1,1,1,1,1,1,1
4389,1,1,1,1,1,1,1
4390,1,1,1,1,1,0,0
4391,1,1,1,1,1,1,0
4392,1,1,1,0,0,0,0
4393,1,1,0,0,0,0,0
4394,1,1,0,0,0,0,0
4395,1,1,0,0,0,0,0
4396,1,1,1,1,1,1,1
4397,1,1,1,1,1,1,0
4398,1,1,1,1,1,0,0
4399,1,1,1,1,1,1,0
4400,1,1,1,1,1,0,0
4401,1,1,1,1,0,0,0
4402,1,1,1,0,0,0,0
4403,1,1,1,0,0,0,0
4404,1,1,1,1,1,0,0
4405,1,1,1,1,1,1,0
4406,1,1,1,1,1,1,1
4407,1,1,1,1,1,1,1
4408,1,1,1,1,1,1,1
4409,1,1,1,1,1,1,1
4410,1,1,1,1,0,0,0
4411,1,1,1,1,1,0,0
4412,1,1,1,1,1,0,0
4413,1,1,1,0,0,0,0
4414,1,1,1,0,0,0,0
4415,1,1,1,1,0,0,0
4416,1,1,1,1,0,0,0
4417,1,1,0,0,0,0,0
4418,1,1,1,1,1,1,0
4419,1,1,1,1,1,1,0
4420,1,1,1,1,1,0,0
4421,1,1,0,0,0,0,0
4422,1,1,0,0,0,0,0
4423,1,1,0,0,0,0,0
4424,1,1,1,1,0,0,0
4425,1,1,1,1,0,0,0
4426,1,1,0,0,0,0,0
4427,1,1,1,1,0,0,0
4428,1,1,1,1,0,0,0
4429,1,0,0,0,0,0,0
4430,1,0,0,0,0,0,0
4431,1,1,0,0,0,0,0
4432,1,1,0,0,0,0,0
4433,1,1,0,0,0,0,0
4434,1,1,0,0,0,0,0
4435,1,1,1,0,0,0,0
4436,1,1,1,0,0,0,0
4437,1,1,1,0,0,0,0
4438,1,1,1,0,0,0,0
4439,1,1,1,0,0,0,0
4440,1,1,1,0,0,0,0
4441,1,1,1,0,0,0,0
4442,1,1,1,1,0,0,0
4443,1,1,1,1,1,0,0
4444,1,1,1,1,1,1,1
4445,1,1,1,1,1,1,1
4446,1,1,1,0,0,0,0
4447,1,1,1,1,0,0,0
4448,1,1,1,1,0,0,0
4449,1,1,1,1,0,0,0
4450,1,1,1,1,0,0,0
4451,1,1,1,1,0,0,0
4452,1,1,1,1,0,0,0
4453,1,1,1,1,0,0,0
4454,1,1,1,1,0,0,0
4455,1,1,1,1,0,0,0
4456,1,1,1,1,0,0,0
4457,1,1,1,1,0,0,0
4458,1,1,1,0,0,0,0
4459,1,1,1,1,1,0,0
4460,1,1,0,0,0,0,0
4461,1,1,0,0,0,0,0
4462,1,1,0,0,0,0,0
4463,1,1,1,1,1,1,1
4464,1,1,1,1,1,1,1
4465,1,1,1,1,1,1,1
4466,1,1,1,1,1,1,1
4467,1,1,1,1,1,1,1
4468,1,1,1,1,1,1,0
4469,1,1,1,1,1,0,0
4470,1,1,1,1,1,1,0
4471,1,1,1,1,0,0,0
4472,1,1,1,1,1,1,0
4473,1,1,1,1,0,0,0
4474,1,1,1,1,0,0,0
4475,1,1,1,1,0,0,0
4476,1,1,1,1,0,0,0
4477,1,1,1,1,0,0,0
4478,1,1,1,1,1,1,0
4479,1,1,1,1,1,1,0
4480,1,1,1,1,0,0,0
4481,1,1,1,1,0,0,0
4482,1,1,1,1,1,1,1
4483,1,1,1,1,1,1,0
4484,1,1,1,1,0,0,0
4485,1,1,1,1,0,0,0
4486,1,1,1,0,0,0,0
4487,1,1,1,0,0,0,0
4488,1,1,0,0,0,0,0
4489,1,1,1,0,0,0,0
4490,1,1,1,1,1,1,1
4491,1,1,1,1,1,1,1
4492,1,1,1,1,1,1,1
4493,1,1,1,1,1,1,0
4494,1,1,1,1,0,0,0
4495,1,1,1,1,1,0,0
4496,1,1,1,1,0,0,0
4497,1,1,1,1,1,1,1
4498,1,1,1,1,1,1,1
4499,1,1,1,1,1,1,0
4500,1,1,1,1,0,0,0
4501,1,1,1,1,0,0,0
4502,1,1,0,0,0,0,0
4503,1,1,1,1,1,0,0
4504,1,1,1,1,1,0,0
4505,1,1,1,1,1,0,0
4506,1,1,0,0,0,0,0
4507,1,1,0,0,0,0,0
4508,1,0,0,0,0,0,0
4509,1,0,0,0,0,0,0
4510,1,0,0,0,0,0,0
4511,1,1,0,0,0,0,0
4512,1,1,1,1,1,1,0
4513,1,1,1,1,1,1,0
4514,1,1,0,0,0,0,0
4515,1,1,0,0,0,0,0
4516,1,1,1,0,0,0,0
4517,1,1,1,0,0,0,0
4518,1,1,1,0,0,0,0
4519,1,1,1,1,1,1,1
4520,1,1,1,1,1,1,1
4521,1,1,1,1,1,0,0
4522,1,1,1,0,0,0,0
4523,1,1,1,1,0,0,0
4524,1,1,1,1,0,0,0
4525,1,1,1,1,0,0,0
4526,1,1,0,0,0,0,0
4527,1,1,1,0,0,0,0
4528,1,1,1,1,0,0,0
4529,1,1,1,1,0,0,0
4530,1,1,0,0,0,0,0
4531,1,1,0,0,0,0,0
4532,1,1,0,0,0,0,0
4533,1,1,1,1,0,0,0
4534,1,1,1,1,0,0,0
4535,1,1,1,1,0,0,0
4536,1,1,1,1,0,0,0
4537,1,1,1,0,0,0,0
4538,1,1,1,1,0,0,0
4539,1,1,0,0,0,0,0
4540,1,1,0,0,0,0,0
4541,1,1,0,0,0,0,0
4542,1,1,1,1,1,1,0
4543,1,1,1,1,1,1,0
4544,1,1,1,1,1,1,1
4545,1,1,1,1,1,1,1
4546,1,1,1,1,1,1,1
4547,1,1,1,1,0,0,0
4548,1,1,1,1,1,1,0
4549,1,1,1,1,1,1,0
4550,1,1,1,1,0,0,0
4551,1,1,1,1,0,0,0
4552,1,1,1,1,0,0,0
4553,1,1,0,0,0,0,0
4554,1,1,1,1,1,0,0
4555,1,1,1,1,1,1,0
4556,1,1,1,1,1,1,0
4557,1,1,1,1,1,1,0
4558,1,1,1,1,1,1,0
4559,1,1,1,1,1,1,0
4560,1,1,1,1,1,1,0
4561,1,1,1,0,0,0,0
4562,1,1,1,0,0,0,0
4563,1,1,1,1,1,1,1
4564,1,1,1,1,1,1,1
4565,1,1,1,1,1,1,1
4566,1,1,1,1,1,1,1
4567,1,1,1,1,1,1,1
4568,1,1,1,1,1,1,1
4569,1,1,1,1,1,1,1
4570,1,1,1,1,0,0,0
4571,1,1,1,1,1,1,1
4572,1,1,1,1,1,1,1
4573,1,1,1,1,1,1,1
4574,1,1,1,1,0,0,0
4575,1,1,1,1,0,0,0
4576,1,1,1,1,0,0,0
4577,1,0,0,0,0,0,0
4578,1,0,0,0,0,0,0
4579,1,0,0,0,0,0,0
4580,1,1,0,0,0,0,0
4581,1,1,1,1,1,1,0
4582,1,1,1,1,1,1,0
4583,1,1,0,0,0,0,0
4584,1,1,0,0,0,0,0
4585,1,0,0,0,0,0,0
4586,1,0,0,0,0,0,0
4587,1,1,1,0,0,0,0
4588,1,1,1,1,1,0,0
4589,1,1,1,1,1,1,1
4590,1,1,1,1,1,0,0
4591,1,1,1,0,0,0,0
4592,1,1,1,1,0,0,0
4593,1,1,1,1,0,0,0
4594,1,1,1,1,0,0,0
4595,1,1,0,0,0,0,0
4596,1,1,1,0,0,0,0
4597,1,1,1,1,0,0,0
4598,1,1,1,1,0,0,0
4599,1,1,0,0,0,0,0
4600,1,1,0,0,0,0,0
4601,1,1,0,0,0,0,0
4602,1,1,0,0,0,0,0
4603,1,1,1,1,0,0,0
4604,1,1,1,1,0,0,0
4605,1,1,1,1,0,0,0
4606,1,1,1,1,0,0,0
4607,1,1,1,0,0,0,0
4608,1,1,1,0,0,0,0
4609,1,1,0,0,0,0,0
4610,1,1,0,0,0,0,0
4611,1,1,0,0,0,0,0
4612,1,1,1,1,0,1,0
4613,1,1,1,1,1,1,1
4614,1,1,1,1,1,1,1
4615,1,1,1,1,1,1,1
4616,1,1,1,1,1,1,1
4617,1,1,1,1,0,0,1
4618,1,1,1,1,1,1,0
4619,1,1,1,1,1,1,0
4620,1,1,1,1,0,0,0
4621,1,1,1,1,0,0,0
4622,1,1,0,0,0,0,0
4623,1,1,1,1,1,1,0
4624,1,1,1,1,1,1,0
4625,1,1,1,1,1,1,0
4626,1,1,1,1,1,1,0
4627,1,0,0,0,0,0,0
4628,1,0,0,0,0,0,0
4629,1,1,1,1,1,1,0
4630,1,1,1,1,1,1,0
4631,1,1,1,1,1,1,0
4632,1,1,1,1,0,0,0
4633,1,1,1,0,0,0,0
4634,1,1,1,0,0,0,0
4635,1,1,1,1,1,0,0
4636,1,1,1,1,1,1,1
4637,1,1,1,1,1,1,1
4638,1,1,1,1,1,1,1
4639,1,1,1,1,1,1,1
4640,1,1,1,1,1,1,1
4641,1,1,1,1,1,1,1
4642,1,1,1,1,1,1,1
4643,1,1,0,0,0,0,0
4644,1,1,0,0,0,0,0
4645,1,1,1,1,0,0,0
4646,1,0,0,0,0,0,0
4647,1,0,0,0,0,0,0
4648,1,0,0,0,0,0,0
4649,1,0,0,0,0,0,0
4650,1,1,1,1,0,0,0
4651,1,1,1,1,1,1,0
4652,1,1,1,1,1,1,0
4653,1,1,0,0,0,0,0
4654,1,1,0,0,0,0,0
4655,1,1,0,0,0,0,0
4656,1,1,0,0,0,0,0
4657,1,1,1,0,0,0,0
4658,1,1,1,0,0,0,0
4659,1,1,1,0,0,0,0
4660,1,1,1,0,0,0,0
4661,1,1,1,0,0,0,0
4662,1,1,1,0,0,0,0
4663,1,1,1,1,0,0,0
4664,1,1,1,1,0,0,0
4665,1,1,0,0,0,0,0
4666,1,1,1,0,0,0,0
4667,1,1,1,0,0,0,0
4668,1,1,1,0,0,0,0
4669,1,1,1,0,0,0,0
4670,1,1,0,0,0,0,0
4671,1,1,0,0,0,0,0
4672,1,1,1,1,0,0,0
4673,1,1,1,1,0,0,0
4674,1,1,1,1,0,0,0
4675,1,1,1,1,0,0,0
4676,1,1,1,1,0,0,0
4677,1,1,1,0,0,0,0
4678,1,1,1,0,0,0,0
4679,1,1,1,0,0,0,0
4680,1,1,0,0,0,0,0
4681,1,1,0,0,0,0,0
4682,1,1,1,1,0,0,0
4683,1,1,1,1,1,1,1
4684,1,1,1,1,1,1,1
4685,1,1,1,1,1,1,1
4686,1,1,1,1,1,1,1
4687,1,1,1,1,0,0,1
4688,1,1,1,1,1,1,0
4689,1,1,1,1,1,1,0
4690,1,1,0,0,0,0,0
4691,1,0,0,0,0,0,0
4692,1,1,1,1,1,1,0
4693,1,1,1,1,1,1,0
4694,1,1,1,1,1,1,0
4695,1,1,1,1,1,1,0
4696,1,1,0,0,0,0,0
4697,1,0,0,0,0,0,0
4698,1,1,1,1,0,0,0
4699,1,1,1,1,1,1,0
4700,1,1,1,1,1,1,0
4701,1,1,1,1,1,1,0
4702,1,1,1,1,1,1,0
4703,1,1,1,1,1,1,0
4704,1,1,1,1,1,1,0
4705,1,1,1,0,0,0,0
4706,1,1,1,0,0,0,0
4707,1,1,1,1,1,0,0
4708,1,1,1,1,1,1,1
4709,1,1,1,1,1,1,1
4710,1,1,1,1,1,1,1
4711,1,1,1,1,1,1,1
4712,1,1,1,1,1,1,1
4713,1,1,1,1,1,1,1
4714,1,1,0,0,0,0,0
4715,1,1,0,0,0,0,0
4716,1,1,0,0,0,0,0
4717,1,1,1,1,0,0,0
4718,1,1,1,1,1,0,0
4719,1,1,1,1,1,0,0
4720,1,1,1,0,0,0,0
4721,1,0,0,0,0,0,0
4722,1,0,0,0,0,0,0
4723,1,0,0,0,0,0,0
4724,1,1,1,1,0,0,0
4725,1,1,1,1,0,0,0
4726,1,1,1,1,0,0,0
4727,1,1,1,1,0,0,0
4728,1,1,0,0,0,0,0
4729,1,1,0,0,0,0,0
4730,1,1,0,0,0,0,0
4731,1,1,0,0,0,0,0
4732,1,1,1,0,0,0,0
4733,1,1,1,0,0,0,0
4734,1,1,1,0,0,0,0
4735,1,1,1,0,0,0,0
4736,1,1,1,0,0,0,0
4737,1,1,1,0,0,0,0
4738,1,1,1,0,0,0,0
4739,1,1,1,0,0,0,0
4740,1,1,1,0,0,0,0
4741,1,1,1,0,0,0,0
4742,1,1,1,0,0,0,0
4743,1,1,1,1,0,0,0
4744,1,1,1,1,0,0,0
4745,1,1,1,1,0,0,0
4746,1,1,1,1,0,0,0
4747,1,1,1,0,0,0,0
4748,1,1,1,0,0,0,0
4749,1,1,1,0,0,0,0
4750,1,1,0,0,0,0,0
4751,1,1,0,0,0,0,0
4752,1,1,1,1,0,0,0
4753,1,1,1,1,1,1,1
4754,1,1,1,1,1,1,1
4755,1,1,1,1,1,1,1
4756,1,1,1,1,1,1,1
4757,1,1,1,1,1,1,1
4758,1,1,1,1,0,0,1
4759,1,1,1,1,0,0,0
4760,1,1,1,1,1,1,0
4761,1,1,1,1,1,1,0
4762,1,0,0,0,0,0,0
4763,1,1,0,0,0,0,0
4764,1,1,0,0,0,0,0
4765,1,1,1,1,1,1,0
4766,1,1,1,1,1,1,0
4767,1,1,1,1,0,0,0
4768,1,1,1,1,0,0,0
4769,1,1,1,1,0,0,0
4770,1,1,1,1,0,0,0
4771,1,1,1,1,1,1,0
4772,1,1,1,1,1,1,0
4773,1,1,1,1,1,1,0
4774,1,1,1,1,1,1,0
4775,1,1,1,1,1,1,0
4776,1,1,1,1,1,1,0
4777,1,1,1,1,1,1,0
4778,1,1,1,0,0,0,0
4779,1,1,1,0,0,0,0
4780,1,1,1,0,0,0,0
4781,1,1,1,1,1,0,0
4782,1,1,1,1,1,0,0
4783,1,1,1,1,1,0,0
4784,1,1,1,1,0,0,0
4785,1,1,1,1,1,1,1
4786,1,1,1,1,1,1,1
4787,1,1,1,1,1,1,1
4788,1,1,1,1,1,1,1
4789,1,1,1,1,1,1,1
4790,1,1,1,1,0,0,0
4791,1,1,0,0,0,0,0
4792,1,1,0,0,0,0,0
4793,1,1,1,0,0,0,0
4794,1,1,1,1,1,1,0
4795,1,1,1,1,1,1,0
4796,1,1,1,1,1,1,0
4797,1,1,1,1,1,0,0
4798,1,0,0,0,0,0,0
4799,1,1,1,1,0,0,0
4800,1,1,1,1,0,0,0
4801,1,0,0,0,0,0,0
4802,1,1,0,0,0,0,0
4803,1,1,1,0,0,0,0
4804,1,1,1,0,0,0,0
4805,1,1,1,0,0,0,0
4806,1,1,0,0,0,0,0
4807,1,0,0,0,0,0,0
4808,1,1,0,0,0,0,0
4809,1,1,1,1,0,0,0
4810,1,1,1,1,0,0,0
4811,1,1,1,0,0,0,0
4812,1,1,1,0,0,0,0
4813,1,1,1,0,0,0,0
4814,1,1,1,0,0,0,0
4815,1,1,1,0,0,0,0
4816,1,1,0,0,0,0,0
4817,1,1,1,1,0,0,0
4818,1,1,1,1,0,0,0
4819,1,1,1,1,0,0,0
4820,1,1,1,1,1,0,1
4821,1,1,1,1,1,1,1
4822,1,1,1,1,1,1,1
4823,1,1,1,1,1,1,1
4824,1,1,1,1,1,1,0
4825,1,1,1,1,1,1,0
4826,1,1,1,1,1,1,0
4827,1,1,0,0,0,0,0
4828,1,1,0,0,0,0,0
4829,1,1,0,0,0,0,0
4830,1,1,1,1,0,0,0
4831,1,1,1,1,0,0,0
4832,1,1,1,1,0,0,0
4833,1,1,1,1,0,0,0
4834,1,1,1,1,0,0,0
4835,1,1,1,1,1,1,0
4836,1,1,1,1,1,1,0
4837,1,1,1,1,1,1,0
4838,1,1,1,1,1,1,0
4839,1,1,1,1,1,1,0
4840,1,1,0,0,0,0,0
4841,1,1,0,0,0,0,0
4842,1,1,1,1,1,1,0
4843,1,1,1,1,1,1,0
4844,1,1,1,1,0,0,0
4845,1,1,1,0,0,0,0
4846,1,1,1,0,0,0,0
4847,1,1,1,0,0,0,0
4848,1,1,1,1,0,0,0
4849,1,1,1,0,0,0,0
4850,1,1,1,1,1,0,0
4851,1,1,1,1,1,1,1
4852,1,1,1,1,1,1,1
4853,1,1,1,1,0,0,0
4854,1,1,1,1,1,1,1
4855,1,1,1,1,1,1,1
4856,1,1,1,1,1,1,1
4857,1,1,1,1,1,1,1
4858,1,1,1,1,0,0,0
4859,1,1,1,1,0,0,0
4860,1,1,0,0,0,0,0
4861,1,1,1,0,0,0,0
4862,1,1,0,0,0,0,0
4863,1,1,0,0,0,0,0
4864,1,1,0,0,0,0,0
4865,1,1,0,0,0,0,0
4866,1,1,1,1,1,1,0
4867,1,1,1,1,1,1,0
4868,1,1,1,1,1,1,0
4869,1,1,0,0,0,0,0
4870,1,1,0,0,0,0,0
4871,1,1,0,0,0,0,0
4872,1,1,0,0,0,0,0
4873,1,1,0,0,0,0,0
4874,1,1,0,0,0,0,0
4875,1,1,1,1,1,0,0
4876,1,1,1,1,0,1,0
4877,1,1,1,1,0,1,0
4878,1,1,1,0,0,0,0
4879,1,1,1,1,1,0,0
4880,1,1,1,0,0,0,0
4881,1,1,0,0,0,0,0
4882,1,1,0,0,0,0,0
4883,1,1,0,0,0,0,0
4884,1,1,0,0,0,0,0
4885,1,1,1,0,0,0,0
4886,1,1,1,0,0,0,0
4887,1,1,1,0,0,0,0
4888,1,1,1,0,0,0,0
4889,1,1,1,0,0,0,0
4890,1,1,1,0,0,0,0
4891,1,0,0,0,0,0,0
4892,1,1,0,0,0,0,0
4893,1,1,0,0,0,0,0
4894,1,1,0,0,0,0,0
4895,1,1,1,1,0,0,0
4896,1,1,1,1,0,0,0
4897,1,1,1,1,0,0,0
4898,1,1,1,1,0,0,0
4899,1,1,1,1,0,0,1
4900,1,1,1,1,1,1,1
4901,1,1,1,1,0,0,1
4902,1,1,1,1,1,1,0
4903,1,1,1,1,1,1,0
4904,1,1,1,1,1,0,0
4905,1,0,1,0,0,0,0
4906,1,1,0,0,0,0,0
4907,1,1,0,0,0,0,0
4908,1,1,0,0,0,0,0
4909,1,1,1,1,0,0,0
4910,1,1,1,1,0,0,0
4911,1,1,1,1,0,0,0
4912,1,1,1,0,0,0,0
4913,1,1,1,0,0,0,0
4914,1,1,1,1,1,1,0
4915,1,1,1,1,1,1,0
4916,1,1,1,1,1,1,0
4917,1,1,0,0,0,0,0
4918,1,1,0,0,0,0,0
4919,1,1,1,1,1,1,0
4920,1,1,1,1,0,0,0
4921,1,1,1,0,0,0,0
4922,1,1,1,0,0,0,0
4923,1,1,1,1,0,0,0
4924,1,1,1,1,0,0,0
4925,1,1,1,1,0,0,0
4926,1,1,1,1,1,1,1
4927,1,1,1,1,1,1,1
4928,1,1,0,0,0,0,0
4929,1,1,1,1,0,0,0
4930,1,1,1,1,1,1,1
4931,1,1,1,1,1,1,1
4932,1,1,1,1,1,1,1
4933,1,1,1,1,0,0,0
4934,1,1,1,1,0,0,0
4935,1,1,1,1,0,0,0
4936,1,1,0,0,0,0,0
4937,1,1,0,0,0,0,0
4938,1,1,0,0,0,0,0
4939,1,1,1,1,0,0,0
4940,1,1,1,1,0,0,0
4941,1,1,1,1,1,0,0
4942,1,1,1,1,1,0,0
4943,1,1,0,0,0,0,0
4944,1,1,0,0,0,0,0
4945,1,1,0,0,0,0,0
4946,1,1,0,0,0,0,0
4947,1,1,1,1,1,0,0
4948,1,1,1,1,1,0,0
4949,1,1,1,1,0,1,0
4950,1,1,1,1,0,1,0
4951,1,1,1,1,1,0,0
4952,1,1,1,1,1,1,1
4953,1,1,1,1,1,1,1
4954,1,1,0,0,0,0,0
4955,1,1,0,0,0,0,0
4956,1,0,0,0,0,0,0
4957,1,1,0,0,0,0,0
4958,1,1,0,0,0,0,0
4959,1,1,1,0,0,0,0
4960,1,1,1,0,0,0,0
4961,1,1,1,0,0,0,0
4962,1,1,1,0,0,0,0
4963,1,1,1,0,0,0,0
4964,1,1,0,0,0,0,0
4965,1,1,0,0,0,0,0
4966,1,1,0,0,0,0,0
4967,1,1,1,1,1,1,0
4968,1,1,1,1,1,1,0
4969,1,0,0,0,0,0,0
4970,1,1,1,1,0,0,0
4971,1,1,1,1,0,0,0
4972,1,1,1,1,0,0,0
4973,1,1,1,1,1,1,1
4974,1,1,1,1,1,0,0
4975,1,1,1,1,1,0,0
4976,1,1,1,1,0,0,0
4977,1,1,1,0,0,0,0
4978,1,0,1,0,0,0,0
4979,1,1,0,0,0,0,0
4980,1,1,1,1,1,0,0
4981,1,1,1,1,1,0,0
4982,1,1,1,1,0,0,0
